id,parent0,parent1,time,is_sample
837,18343,17050,0,1
874,16178,10526,0,1
875,17155,18866,0,1
940,16703,10555,0,1
942,13076,15865,0,1
951,12622,13316,0,1
959,12848,19571,0,1
964,15186,12283,0,1
980,18674,14241,0,1
983,13144,17317,0,1
993,16164,13739,0,1
1049,13904,11446,0,1
1053,18997,18618,0,1
1056,12294,16726,0,1
1064,19725,15864,0,1
1066,18674,14241,0,1
1071,10887,12746,0,1
1093,16714,18043,0,1
1115,12603,18858,0,1
1116,15063,18255,0,1
1126,19992,10665,0,1
1150,16703,10555,0,1
1160,14004,12313,0,1
1169,14016,19551,0,1
1190,10285,11143,0,1
1194,18674,14241,0,1
1196,17429,16280,0,1
1197,17986,10798,0,1
1220,15063,18255,0,1
1226,16940,16209,0,1
1238,12294,16726,0,1
1244,16703,10555,0,1
1252,12921,10735,0,1
1253,15673,11101,0,1
1254,17619,19669,0,1
1258,12294,16726,0,1
1278,12883,18752,0,1
1281,19992,10665,0,1
1288,11227,10953,0,1
1289,15186,12283,0,1
1292,19800,15394,0,1
1293,18674,14241,0,1
1302,10489,16827,0,1
1308,12263,17945,0,1
1311,11572,18517,0,1
1313,17586,14174,0,1
1314,17768,12330,0,1
1328,15685,10270,0,1
1331,12228,13410,0,1
1333,18935,17159,0,1
1337,16115,12230,0,1
1340,13790,13109,0,1
1350,18487,11172,0,1
1373,10738,15265,0,1
1380,10054,13415,0,1
1412,12664,10628,0,1
1418,19027,11576,0,1
1419,13076,15865,0,1
1422,16000,10572,0,1
1436,14016,19551,0,1
1455,10202,10137,0,1
1474,13076,15865,0,1
1478,11865,13947,0,1
1499,19725,15864,0,1
1500,19432,12893,0,1
1520,12865,14308,0,1
1526,13460,19833,0,1
1530,18122,13618,0,1
1533,19404,11746,0,1
1542,15063,18255,0,1
1547,11635,10022,0,1
1548,19377,16082,0,1
1550,18494,13563,0,1
1561,11572,18517,0,1
1571,17995,16663,0,1
1573,19992,10665,0,1
1581,14688,10591,0,1
1585,15063,18255,0,1
1591,18794,11488,0,1
1597,16115,12230,0,1
1598,19357,14599,0,1
1600,12152,10873,0,1
1613,17586,14174,0,1
1635,19992,10665,0,1
1646,14311,15140,0,1
1656,13904,11446,0,1
1662,11593,14769,0,1
1666,14311,15140,0,1
1697,10888,11717,0,1
1699,13670,13505,0,1
1704,13420,19303,0,1
1715,15186,12283,0,1
1729,12848,19571,0,1
1730,13460,19833,0,1
1736,16940,16209,0,1
1737,14807,16623,0,1
1739,11703,10756,0,1
1757,19992,10665,0,1
1758,12668,16887,0,1
1770,19657,12371,0,1
1784,17153,11485,0,1
1795,17299,17704,0,1
1810,10995,13062,0,1
1818,18002,17297,0,1
1820,17362,10133,0,1
1830,19725,15864,0,1
1834,11068,14557,0,1
1835,13329,13251,0,1
1842,16940,16209,0,1
1851,13670,13505,0,1
1858,18904,10255,0,1
1872,18285,11584,0,1
1905,16178,10526,0,1
1913,19971,15271,0,1
1932,10738,15265,0,1
1944,11006,17444,0,1
1955,12659,13850,0,1
1956,19992,10665,0,1
1970,14712,10532,0,1
1975,17023,10710,0,1
1976,18810,14154,0,1
1978,11593,14769,0,1
1980,18674,14241,0,1
1994,14535,15695,0,1
2001,16115,12230,0,1
2010,12729,14226,0,1
2012,15063,18255,0,1
2014,14184,13015,0,1
2015,18185,15741,0,1
2027,10738,15265,0,1
2035,18064,13709,0,1
2040,10738,15265,0,1
2053,11501,17888,0,1
2108,15186,12283,0,1
2113,12294,16726,0,1
2127,14693,15091,0,1
2131,16940,16209,0,1
2146,16940,16209,0,1
2154,10476,13939,0,1
2170,19725,15864,0,1
2172,16266,18944,0,1
2174,18674,14241,0,1
2175,14311,15140,0,1
2184,16178,10526,0,1
2191,15186,12283,0,1
2197,19992,10665,0,1
2224,16178,10526,0,1
2240,13460,19833,0,1
2246,15673,11101,0,1
2268,13938,15299,0,1
2275,14311,15140,0,1
2285,11572,18517,0,1
2292,12294,16726,0,1
2296,15063,18255,0,1
2298,16115,12230,0,1
2342,18699,12734,0,1
2355,12294,16726,0,1
2364,13904,11446,0,1
2367,12157,18440,0,1
2371,13460,19833,0,1
2395,14311,15140,0,1
2396,14208,15100,0,1
2406,15063,18255,0,1
2418,15673,11101,0,1
2434,17801,17989,0,1
2440,12848,19571,0,1
2441,15237,18247,0,1
2446,13904,11446,0,1
2448,19992,10665,0,1
2450,17257,18526,0,1
2455,12848,19571,0,1
2456,19992,10665,0,1
2464,14311,15140,0,1
2470,18674,14241,0,1
2485,15664,16013,0,1
2498,16724,16548,0,1
2504,10738,15265,0,1
2512,12848,19571,0,1
2516,16178,10526,0,1
2529,16115,12230,0,1
2530,15063,18255,0,1
2553,11572,18517,0,1
2556,14311,15140,0,1
2557,15287,14129,0,1
2578,18909,11138,0,1
2582,19725,15864,0,1
2587,10738,15265,0,1
2611,12294,16726,0,1
2614,12337,10313,0,1
2628,19175,11735,0,1
2665,15186,12283,0,1
2674,16703,10555,0,1
2689,19725,15864,0,1
2694,17586,14174,0,1
2704,16736,12034,0,1
2705,13904,11446,0,1
2726,16703,10555,0,1
2741,11514,15659,0,1
2750,11097,10011,0,1
2755,16178,10526,0,1
2756,17089,10918,0,1
2762,12174,11849,0,1
2775,16178,10526,0,1
2801,14311,15140,0,1
2813,19992,10665,0,1
2824,15186,12283,0,1
2837,12514,12068,0,1
2843,10737,18660,0,1
2849,16115,12230,0,1
2856,13220,10917,0,1
2857,14311,15140,0,1
2859,18873,16804,0,1
2860,13762,16860,0,1
2864,11799,13022,0,1
2870,15673,11101,0,1
2877,13632,19958,0,1
2879,11476,19151,0,1
2888,14311,15140,0,1
2916,16059,12459,0,1
2954,10123,12527,0,1
2971,17586,14174,0,1
2987,11572,18517,0,1
3016,16442,19707,0,1
3018,13318,17651,0,1
3020,12254,17173,0,1
3028,15565,11875,0,1
3038,15852,16788,0,1
3040,18216,11897,0,1
3061,15186,12283,0,1
3066,17744,10593,0,1
3067,11813,11758,0,1
3077,13013,19407,0,1
3080,14949,14729,0,1
3086,15186,12283,0,1
3094,16233,19900,0,1
3100,13904,11446,0,1
3103,16657,11021,0,1
3105,11572,18517,0,1
3109,12424,15903,0,1
3149,16940,16209,0,1
3159,16925,11457,0,1
3160,19992,10665,0,1
3165,18674,14241,0,1
3169,15585,13572,0,1
3173,19725,15864,0,1
3178,16178,10526,0,1
3183,19992,10665,0,1
3185,17172,10275,0,1
3188,15186,12283,0,1
3194,15935,14759,0,1
3195,19725,15864,0,1
3222,15684,13446,0,1
3224,11169,14911,0,1
3232,12848,19571,0,1
3239,14903,14363,0,1
3243,19992,10665,0,1
3248,16115,12230,0,1
3256,15851,14826,0,1
3275,19317,13633,0,1
3278,10522,18761,0,1
3284,19077,18815,0,1
3289,14367,10649,0,1
3298,16703,10555,0,1
3302,15186,12283,0,1
3327,19992,10665,0,1
3341,17193,18568,0,1
3348,11572,18517,0,1
3349,16736,12034,0,1
3354,15813,10959,0,1
3378,16066,16161,0,1
3387,13076,15865,0,1
3393,18339,15689,0,1
3395,13460,19833,0,1
3396,11593,14769,0,1
3411,19198,16651,0,1
3422,13460,19833,0,1
3423,16703,10555,0,1
3449,16940,16209,0,1
3458,16115,12230,0,1
3477,16940,16209,0,1
3481,15242,18029,0,1
3520,15786,12415,0,1
3525,18674,14241,0,1
3530,16703,10555,0,1
3561,10738,15265,0,1
3563,18136,13267,0,1
3598,14089,18375,0,1
3610,19584,18457,0,1
3614,18038,12575,0,1
3615,15063,18255,0,1
3618,10298,13427,0,1
3631,18674,14241,0,1
3648,17586,14174,0,1
3649,14979,17766,0,1
3661,13076,15865,0,1
3662,15228,12886,0,1
3677,15186,12283,0,1
3687,17689,19127,0,1
3703,16940,16209,0,1
3706,14311,15140,0,1
3724,10262,19376,0,1
3736,18674,14241,0,1
3743,15673,11101,0,1
3749,15767,16385,0,1
3769,19992,10665,0,1
3772,17140,13319,0,1
3779,18191,10757,0,1
3786,11222,14057,0,1
3803,11593,14769,0,1
3832,14484,19994,0,1
3858,10738,15265,0,1
3873,16315,18490,0,1
3877,16703,10555,0,1
3882,17910,11129,0,1
3894,15685,10270,0,1
3900,15186,12283,0,1
3926,15678,10968,0,1
3930,10694,14374,0,1
3943,16940,16209,0,1
3945,18285,11584,0,1
3956,19186,16460,0,1
3986,19992,10665,0,1
3989,19724,11224,0,1
3999,16770,17102,0,1
4009,10274,13211,0,1
4010,15432,18403,0,1
4016,18483,17486,0,1
4021,16703,10555,0,1
4026,18600,18985,0,1
4028,11051,18032,0,1
4052,17302,14687,0,1
4056,12715,16210,0,1
4066,14311,15140,0,1
4083,11157,18993,0,1
4092,16115,12230,0,1
4132,11572,18517,0,1
4139,14504,16835,0,1
4148,14319,17242,0,1
4152,13076,15865,0,1
4157,10481,10749,0,1
4193,15502,15861,0,1
4200,16178,10526,0,1
4203,15753,19387,0,1
4215,16703,10555,0,1
4228,11593,14769,0,1
4257,12749,13891,0,1
4289,19992,10665,0,1
4299,16178,10526,0,1
4312,13574,11066,0,1
4328,16115,12230,0,1
4339,12807,18073,0,1
4350,12262,12348,0,1
4363,18674,14241,0,1
4365,15673,11101,0,1
4379,10470,10881,0,1
4384,11572,18517,0,1
4386,10333,14647,0,1
4391,17846,15080,0,1
4406,12848,19571,0,1
4417,12848,19571,0,1
4419,17641,13387,0,1
4425,17395,11782,0,1
4434,18266,12791,0,1
4437,16178,10526,0,1
4444,11463,16191,0,1
4460,11572,18517,0,1
4488,11593,14769,0,1
4514,13076,15865,0,1
4538,11398,18879,0,1
4547,11593,14769,0,1
4557,16178,10526,0,1
4558,14311,15140,0,1
4563,14311,15140,0,1
4574,16940,16209,0,1
4586,19992,10665,0,1
4592,15186,12283,0,1
4616,17586,14174,0,1
4621,19116,16083,0,1
4629,18095,17313,0,1
4630,12356,10030,0,1
4638,10738,15265,0,1
4647,13076,15865,0,1
4655,13076,15865,0,1
4660,13183,11512,0,1
4668,19755,14817,0,1
4669,15673,11101,0,1
4692,12073,11852,0,1
4705,17586,14174,0,1
4716,11670,18819,0,1
4747,16178,10526,0,1
4764,16703,10555,0,1
4767,10887,12746,0,1
4776,15156,19817,0,1
4792,16940,16209,0,1
4793,16115,12230,0,1
4799,11572,18517,0,1
4811,11694,15014,0,1
4817,16151,14475,0,1
4824,13904,11446,0,1
4830,12002,11787,0,1
4833,13904,11446,0,1
4836,16703,10555,0,1
4850,19011,17000,0,1
4851,16798,15827,0,1
4861,12848,19571,0,1
4890,16703,10555,0,1
4908,12294,16726,0,1
4911,16703,10555,0,1
4918,14311,15140,0,1
4933,19198,16651,0,1
4934,19992,10665,0,1
4939,16340,10584,0,1
4965,11203,12082,0,1
4967,18333,14740,0,1
4968,12848,19571,0,1
4975,13460,19833,0,1
4995,10409,10235,0,1
4997,16940,16209,0,1
5007,11593,14769,0,1
5018,16926,13730,0,1
5026,14774,16146,0,1
5031,19480,12512,0,1
5033,18674,14241,0,1
5057,12848,19571,0,1
5078,15673,11101,0,1
5085,15851,14826,0,1
5114,15186,12283,0,1
5116,19968,11205,0,1
5128,12848,19571,0,1
5141,13460,19833,0,1
5143,13460,19833,0,1
5153,13076,15865,0,1
5155,17640,15771,0,1
5157,13447,16919,0,1
5168,12294,16726,0,1
5169,13904,11446,0,1
5177,11744,10768,0,1
5194,18656,16882,0,1
5203,12294,16726,0,1
5208,11572,18517,0,1
5217,16631,13990,0,1
5220,17153,11485,0,1
5247,12917,10368,0,1
5258,14082,19470,0,1
5278,17586,14174,0,1
5279,15673,11101,0,1
5291,19725,15864,0,1
5323,11370,10635,0,1
5325,19261,18130,0,1
5344,18674,14241,0,1
5347,11005,13164,0,1
5359,17364,13803,0,1
5363,12848,19571,0,1
5385,19140,14884,0,1
5387,19725,15864,0,1
5401,10644,15643,0,1
5406,15029,13473,0,1
5412,16261,11291,0,1
5418,16070,16517,0,1
5433,19070,12753,0,1
5435,17586,14174,0,1
5451,19992,10665,0,1
5466,17849,16275,0,1
5470,11572,18517,0,1
5487,16178,10526,0,1
5488,10347,10248,0,1
5504,13230,19983,0,1
5516,16654,17183,0,1
5545,14311,15140,0,1
5552,12324,14684,0,1
5556,19759,16627,0,1
5572,13904,11446,0,1
5599,16178,10526,0,1
5602,18674,14241,0,1
5606,14305,15621,0,1
5618,16466,19336,0,1
5633,19992,10665,0,1
5652,17752,18931,0,1
5667,11468,16456,0,1
5671,14245,10733,0,1
5676,15673,11101,0,1
5688,15589,15600,0,1
5715,19627,10047,0,1
5765,14311,15140,0,1
5766,16940,16209,0,1
5779,15673,11101,0,1
5782,11572,18517,0,1
5793,15122,19658,0,1
5795,13076,15865,0,1
5803,13904,11446,0,1
5804,13049,12972,0,1
5822,15432,18403,0,1
5832,19992,10665,0,1
5833,13916,18305,0,1
5835,17036,14797,0,1
5840,15673,11101,0,1
5842,16703,10555,0,1
5849,14722,19403,0,1
5850,11572,18517,0,1
5868,15709,11535,0,1
5876,13728,16491,0,1
5936,15186,12283,0,1
5956,15186,12283,0,1
5968,19992,10665,0,1
5980,16178,10526,0,1
5983,18674,14241,0,1
5985,12848,19571,0,1
5990,17027,15872,0,1
6005,16115,12230,0,1
6009,11939,19091,0,1
6010,15186,12283,0,1
6038,11562,19964,0,1
6052,18704,10168,0,1
6063,15009,16951,0,1
6085,19108,12122,0,1
6092,14238,15979,0,1
6102,13904,11446,0,1
6105,14778,10394,0,1
6108,10153,19369,0,1
6127,14610,11000,0,1
6128,19747,17460,0,1
6133,12167,16719,0,1
6167,12223,19162,0,1
6173,16940,16209,0,1
6191,15587,10376,0,1
6206,19992,10665,0,1
6229,16940,16209,0,1
6236,16287,17253,0,1
6243,13076,15865,0,1
6244,16940,16209,0,1
6262,15063,18255,0,1
6268,19725,15864,0,1
6271,10527,19777,0,1
6280,19992,10665,0,1
6285,11572,18517,0,1
6287,15186,12283,0,1
6317,19992,10665,0,1
6320,15381,11771,0,1
6345,13460,19833,0,1
6363,13509,14032,0,1
6365,10043,14652,0,1
6368,12848,19571,0,1
6398,15186,12283,0,1
6419,14311,15140,0,1
6426,16560,15550,0,1
6446,17619,19669,0,1
6449,14311,15140,0,1
6461,13843,17210,0,1
6463,11593,14769,0,1
6465,19426,17544,0,1
6474,13317,18697,0,1
6479,19992,10665,0,1
6485,13904,11446,0,1
6489,10117,15725,0,1
6490,15186,12283,0,1
6501,12496,11399,0,1
6506,16703,10555,0,1
6522,11593,14769,0,1
6540,11593,14769,0,1
6553,18165,19392,0,1
6556,17514,13443,0,1
6580,18365,19176,0,1
6611,18810,14154,0,1
6613,19357,14599,0,1
6631,16178,10526,0,1
6655,16957,16677,0,1
6674,15504,11790,0,1
6678,19308,13874,0,1
6695,15673,11101,0,1
6702,16115,12230,0,1
6703,15186,12283,0,1
6710,16703,10555,0,1
6715,17778,15114,0,1
6731,15459,15607,0,1
6733,19742,15343,0,1
6742,19992,10665,0,1
6766,14752,16412,0,1
6772,16178,10526,0,1
6777,14242,16426,0,1
6782,18008,13791,0,1
6801,18491,18470,0,1
6818,10738,15265,0,1
6829,12294,16726,0,1
6834,19177,14084,0,1
6846,13632,19958,0,1
6864,16808,12354,0,1
6869,15212,14445,0,1
6882,12848,19571,0,1
6893,16259,19786,0,1
6895,15673,11101,0,1
6905,12876,19988,0,1
6910,10932,19473,0,1
6913,15039,13419,0,1
6916,14184,13015,0,1
6927,16442,19707,0,1
6939,19992,10665,0,1
6953,15186,12283,0,1
6965,16808,12354,0,1
6974,14451,14001,0,1
6997,15063,18255,0,1
7024,19682,15629,0,1
7033,15580,11684,0,1
7042,15647,17844,0,1
7052,13904,11446,0,1
7055,19725,15864,0,1
7065,11593,14769,0,1
7068,16115,12230,0,1
7069,10933,12452,0,1
7075,18665,11502,0,1
7077,19725,15864,0,1
7098,13764,17167,0,1
7106,19725,15864,0,1
7129,15186,12283,0,1
7137,12848,19571,0,1
7140,18720,14306,0,1
7153,10042,13135,0,1
7181,19737,19908,0,1
7186,11593,14769,0,1
7193,12847,18334,0,1
7202,18674,14241,0,1
7203,11123,17877,0,1
7212,11703,10756,0,1
7241,17988,14566,0,1
7256,19725,15864,0,1
7262,15423,15420,0,1
7267,19725,15864,0,1
7273,10055,10119,0,1
7285,16703,10555,0,1
7306,13904,11446,0,1
7324,15063,18255,0,1
7332,16703,10555,0,1
7342,18045,14439,0,1
7347,16115,12230,0,1
7349,15186,12283,0,1
7354,10853,18034,0,1
7355,18498,15314,0,1
7364,19725,15864,0,1
7373,16703,10555,0,1
7401,15673,11101,0,1
7421,16178,10526,0,1
7437,13076,15865,0,1
7441,16047,18499,0,1
7450,19992,10665,0,1
7464,11282,11574,0,1
7466,13076,15865,0,1
7472,16940,16209,0,1
7483,16940,16209,0,1
7489,14150,15628,0,1
7492,12788,16799,0,1
7495,19432,12893,0,1
7496,11572,18517,0,1
7514,13076,15865,0,1
7524,15124,19123,0,1
7532,18006,11130,0,1
7545,12294,16726,0,1
7563,16940,16209,0,1
7571,12848,19571,0,1
7590,13614,16950,0,1
7596,17349,14756,0,1
7610,19725,15864,0,1
7611,15673,11101,0,1
7614,11460,15144,0,1
7624,13460,19833,0,1
7632,10738,15265,0,1
7637,19725,15864,0,1
7654,18969,14674,0,1
7664,15427,19038,0,1
7667,16202,17218,0,1
7685,16204,15692,0,1
7691,14041,11407,0,1
7701,17665,19211,0,1
7704,15673,11101,0,1
7728,13973,13869,0,1
7734,12848,19571,0,1
7741,16178,10526,0,1
7772,16703,10555,0,1
7775,15175,14296,0,1
7781,18500,16171,0,1
7784,18221,11910,0,1
7786,10228,19322,0,1
7790,16891,11119,0,1
7791,16550,18724,0,1
7816,13904,11446,0,1
7835,16940,16209,0,1
7842,11860,18372,0,1
7849,15063,18255,0,1
7853,16940,16209,0,1
7863,10414,12461,0,1
7867,14026,18036,0,1
7899,10738,15265,0,1
7904,12848,19571,0,1
7906,11572,18517,0,1
7920,16940,16209,0,1
7929,16820,18422,0,1
7943,16940,16209,0,1
7947,12848,19571,0,1
7956,15063,18255,0,1
7966,12779,10832,0,1
7969,15063,18255,0,1
7972,12294,16726,0,1
7974,14187,16093,0,1
7981,15673,11101,0,1
7989,11572,18517,0,1
7991,18741,17620,0,1
7995,14988,15113,0,1
7998,19725,15864,0,1
7999,11860,18372,0,1
8022,12306,14285,0,1
8027,15878,14700,0,1
8032,13076,15865,0,1
8046,18983,10296,0,1
8049,16115,12230,0,1
8050,15871,17236,0,1
8052,15673,11101,0,1
8061,13684,11912,0,1
8077,14511,11723,0,1
8078,17586,14174,0,1
8109,19992,10665,0,1
8111,16115,12230,0,1
8147,10547,17853,0,1
8148,16940,16209,0,1
8149,13076,15865,0,1
8157,11665,15379,0,1
8159,12848,19571,0,1
8162,19725,15864,0,1
8166,19018,12379,0,1
8169,10738,15265,0,1
8172,12848,19571,0,1
8179,11572,18517,0,1
8188,16703,10555,0,1
8200,12482,14452,0,1
8206,15673,11101,0,1
8212,15063,18255,0,1
8218,10620,16626,0,1
8219,19725,15864,0,1
8246,11380,16792,0,1
8267,13532,14553,0,1
8284,17906,13105,0,1
8286,14311,15140,0,1
8299,13534,14985,0,1
8309,19478,11489,0,1
8311,10632,17343,0,1
8320,10738,15265,0,1
8322,18633,16848,0,1
8325,13904,11446,0,1
8330,18678,13176,0,1
8361,17862,16476,0,1
8384,14311,15140,0,1
8390,17267,18200,0,1
8398,13460,19833,0,1
8403,11768,18727,0,1
8405,16115,12230,0,1
8413,18674,14241,0,1
8427,18674,14241,0,1
8442,12057,14976,0,1
8448,13558,18808,0,1
8464,12294,16726,0,1
8482,19764,19047,0,1
8492,16703,10555,0,1
8494,13460,19833,0,1
8506,16703,10555,0,1
8510,12271,11560,0,1
8520,19311,15167,0,1
8529,19725,15864,0,1
8532,12294,16726,0,1
8538,15186,12283,0,1
8545,14639,13298,0,1
8549,15063,18255,0,1
8550,11495,10004,0,1
8553,11572,18517,0,1
8563,18218,15345,0,1
8573,13076,15865,0,1
8578,19992,10665,0,1
8586,19992,10665,0,1
8595,13034,13920,0,1
8608,14688,10591,0,1
8612,11593,14769,0,1
8613,17586,14174,0,1
8617,16178,10526,0,1
8628,19992,10665,0,1
8636,11572,18517,0,1
8650,12632,14975,0,1
8654,17586,14174,0,1
8667,15611,16727,0,1
8679,15673,11101,0,1
8691,15673,11101,0,1
8699,11741,17952,0,1
8703,12557,19835,0,1
8714,15063,18255,0,1
8723,18674,14241,0,1
8731,19304,10071,0,1
8749,13038,18466,0,1
8753,12467,15867,0,1
8780,15452,14457,0,1
8784,16700,17059,0,1
8786,13460,19833,0,1
8787,15186,12283,0,1
8796,12294,16726,0,1
8798,19725,15864,0,1
8802,19725,15864,0,1
8807,13593,11173,0,1
8815,11572,18517,0,1
8822,18634,10314,0,1
8843,14454,11204,0,1
8849,14160,10479,0,1
8851,10627,13253,0,1
8852,15186,12283,0,1
8859,12294,16726,0,1
8885,16979,19297,0,1
8890,18674,14241,0,1
8895,19992,10665,0,1
8914,16703,10555,0,1
8916,17700,18837,0,1
8920,15673,11101,0,1
8942,13257,14730,0,1
8956,18674,14241,0,1
8957,11572,18517,0,1
8961,16940,16209,0,1
8969,16519,19000,0,1
8973,16940,16209,0,1
8974,12144,15191,0,1
8977,11572,18517,0,1
8984,17586,14174,0,1
9021,15805,19435,0,1
9041,13961,17699,0,1
9052,16703,10555,0,1
9059,15228,12886,0,1
9069,13417,17765,0,1
9074,15441,16197,0,1
9081,11572,18517,0,1
9086,18674,14241,0,1
9087,12848,19571,0,1
9099,18404,17282,0,1
9106,17032,16453,0,1
9107,18674,14241,0,1
9121,15593,15268,0,1
9151,16178,10526,0,1
9164,10859,11076,0,1
9190,10209,11621,0,1
9191,12294,16726,0,1
9220,11269,14368,0,1
9222,17586,14174,0,1
9231,14738,10020,0,1
9234,12324,14684,0,1
9238,17586,14174,0,1
9246,18249,14835,0,1
9265,12570,14480,0,1
9273,12639,19208,0,1
9275,14311,15140,0,1
9276,12294,16726,0,1
9295,14192,16823,0,1
9310,12090,10437,0,1
9334,15673,11101,0,1
9388,19735,11298,0,1
9395,15673,11101,0,1
9426,17298,13643,0,1
9441,16940,16209,0,1
9444,19530,14258,0,1
9448,17031,12019,0,1
9451,18952,18279,0,1
9459,12949,17122,0,1
9462,18486,11087,0,1
9466,14311,15140,0,1
9470,14644,12420,0,1
9481,16115,12230,0,1
9497,16675,11441,0,1
9525,16940,16209,0,1
9528,19992,10665,0,1
9535,16899,12531,0,1
9576,19992,10665,0,1
9583,11163,19771,0,1
9584,12294,16726,0,1
9586,18950,13926,0,1
9594,12822,17489,0,1
9614,19645,17072,0,1
9615,17586,14174,0,1
9616,13503,17717,0,1
9617,19992,10665,0,1
9619,12194,18452,0,1
9633,15068,15920,0,1
9635,11572,18517,0,1
9636,18674,14241,0,1
9655,13076,15865,0,1
9662,16178,10526,0,1
9665,15652,15686,0,1
9689,15399,17600,0,1
9697,16258,17456,0,1
9702,19956,11041,0,1
9714,15282,19709,0,1
9716,16178,10526,0,1
9725,16923,19276,0,1
9751,10738,15265,0,1
9752,13904,11446,0,1
9762,18674,14241,0,1
9765,13904,11446,0,1
9778,19992,10665,0,1
9781,13140,17674,0,1
9788,15068,15920,0,1
9802,19992,10665,0,1
9803,18418,19406,0,1
9808,15186,12283,0,1
9813,10802,14695,0,1
9826,14312,18378,0,1
9828,16115,12230,0,1
9850,11593,14769,0,1
9859,11572,18517,0,1
9861,15673,11101,0,1
9863,15026,13518,0,1
9868,11218,17913,0,1
9872,15673,11101,0,1
9886,19956,11041,0,1
9889,18674,14241,0,1
9936,17595,10495,0,1
9944,16178,10526,0,1
9945,13931,14015,0,1
9972,14078,11950,0,1
9976,11289,16039,0,1
10004,22426,26538,1,0
10011,21433,20194,1,0
10020,25715,20857,1,0
10022,22126,29193,1,0
10030,29581,28826,1,0
10042,20644,27991,1,0
10043,26166,29708,1,0
10047,21780,21818,1,0
10054,24381,25750,1,0
10055,20378,22317,1,0
10071,29041,20282,1,0
10084,21883,21512,1,0
10117,26055,21449,1,0
10119,23390,23451,1,0
10123,23354,28167,1,0
10133,25989,23901,1,0
10137,25989,23901,1,0
10153,29918,26758,1,0
10168,28534,27746,1,0
10200,28095,27848,1,0
10202,29696,24320,1,0
10209,22341,21794,1,0
10228,28534,27746,1,0
10235,25100,25283,1,0
10248,22267,25849,1,0
10255,24539,24755,1,0
10262,24400,27082,1,0
10270,29334,29243,1,0
10274,23354,28167,1,0
10275,23641,25221,1,0
10285,22341,21794,1,0
10296,20644,27991,1,0
10298,29334,29243,1,0
10299,22412,29152,1,0
10313,28495,29678,1,0
10314,27062,21666,1,0
10319,28565,28762,1,0
10333,24381,25750,1,0
10347,25474,22142,1,0
10365,26524,26795,1,0
10368,28248,24134,1,0
10376,24397,29537,1,0
10394,27782,24504,1,0
10409,29334,29243,1,0
10414,23641,25221,1,0
10437,29376,26014,1,0
10470,25474,22142,1,0
10476,28093,27866,1,0
10479,21079,28078,1,0
10481,27849,29535,1,0
10489,24381,25750,1,0
10495,28683,25675,1,0
10513,23272,20522,1,0
10522,24750,23029,1,0
10526,23641,25221,1,0
10527,29358,26471,1,0
10528,25197,23627,1,0
10532,28534,27746,1,0
10547,29722,25535,1,0
10555,21883,21512,1,0
10572,24414,26884,1,0
10584,20189,27978,1,0
10591,28663,23689,1,0
10593,22341,21794,1,0
10620,29918,26758,1,0
10627,23210,23128,1,0
10628,20702,24535,1,0
10632,29348,23739,1,0
10635,25989,23901,1,0
10644,28093,27866,1,0
10649,21466,29794,1,0
10665,22132,25411,1,0
10694,23301,20854,1,0
10710,25474,22142,1,0
10733,20580,27936,1,0
10735,29750,21708,1,0
10737,29918,26758,1,0
10738,23069,25291,1,0
10749,21538,24940,1,0
10756,28248,24134,1,0
10757,24381,25750,1,0
