,ibd_lengths,ibd_nodes
478,1000000.0,222106
479,1000000.0,107466
480,1000000.0,222106
481,1000000.0,222106
482,1000000.0,315771
483,265329.0,305273
484,52134.0,183882
485,1000000.0,218544
486,192628.0,331854
487,1000000.0,218544
488,192628.0,331854
489,1000000.0,317446
490,1000000.0,64422
491,1000000.0,8361
492,1000000.0,191327
493,1000000.0,317446
494,142346.0,317446
495,1000000.0,191327
496,1000000.0,64422
497,1000000.0,317446
498,1000000.0,64422
499,1000000.0,68697
500,1000000.0,242542
501,1000000.0,242542
502,1000000.0,226425
503,1000000.0,242542
504,847290.0,242542
505,45155.0,242542
506,403836.0,242542
507,403836.0,242542
508,1000000.0,242542
509,735382.0,122828
510,1000000.0,6980
511,1000000.0,96438
512,1000000.0,234611
513,1000000.0,146037
514,1000000.0,220441
515,1000000.0,220441
516,1000000.0,167807
517,1000000.0,195283
518,1000000.0,195283
519,1000000.0,65000
520,1000000.0,195283
521,1000000.0,114837
522,1000000.0,99661
523,775828.0,294514
524,55169.0,323820
525,55169.0,323820
526,808284.0,216888
527,1000000.0,83958
528,740962.0,17361
529,1000000.0,107806
530,1000000.0,330154
531,1000000.0,28288
532,1000000.0,252608
533,780711.0,252608
534,1000000.0,252608
535,1000000.0,252608
536,211763.0,207383
537,1000000.0,27025
538,211763.0,207383
539,1000000.0,33204
540,1000000.0,8664
541,211763.0,260230
542,846385.0,311065
543,1000000.0,6947
544,1000000.0,175420
545,846385.0,311065
546,1000000.0,146530
547,1000000.0,6947
548,128081.0,247189
549,1000000.0,9053
550,1000000.0,178618
551,449104.0,178618
552,1000000.0,12077
553,780886.0,362742
554,1000000.0,78860
555,702358.0,78860
556,219114.0,243194
557,1000000.0,32025
558,1000000.0,78860
559,1000000.0,206432
560,1000000.0,206432
561,1000000.0,206432
562,1000000.0,203221
563,1000000.0,206432
564,1000000.0,102024
565,478495.0,203221
566,1000000.0,359386
567,1000000.0,359386
568,1000000.0,359386
569,1000000.0,21205
570,1000000.0,4946
571,1000000.0,35759
572,1000000.0,35290
573,1000000.0,22252
574,1000000.0,110583
575,786351.0,138389
576,1000000.0,257946
577,1000000.0,257946
578,1000000.0,30883
579,1000000.0,30722
580,1000000.0,30722
581,1000000.0,209045
582,864449.0,366419
583,1000000.0,366419
584,956188.0,347497
585,864449.0,366419
586,431781.0,96741
587,363153.0,156703
588,1000000.0,18840
589,636847.0,254235
590,636847.0,96741
591,636847.0,254235
592,1000000.0,222601
593,1000000.0,126563
594,1000000.0,71096
595,1000000.0,126822
596,1000000.0,126822
597,539572.0,263924
598,1000000.0,94662
599,1000000.0,148810
600,1000000.0,64167
601,1000000.0,94662
602,1000000.0,94662
603,1000000.0,94662
604,945253.0,280004
605,945253.0,280004
606,945253.0,18115
607,338539.0,184052
608,327097.0,311195
609,652355.0,170907
610,1000000.0,212516
611,1000000.0,77381
612,1000000.0,77381
613,1000000.0,212516
614,1000000.0,217903
615,1000000.0,242542
616,1000000.0,217903
617,847290.0,54758
618,45155.0,54758
619,403836.0,225999
620,403836.0,225999
621,1000000.0,217903
622,562624.0,317004
623,562624.0,239359
624,562624.0,239359
625,562624.0,239359
626,562624.0,239359
627,396526.0,255169
628,1000000.0,4018
