,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
0,0,216,0.314409,364387,364387,1
1,0,280,0.579114,219656,219656,1
2,0,447,0.606613,219656,219656,1
3,0,523,0.483105,64718,64718,1
4,0,564,0.386454,362419,362419,1
5,0,718,0.16191,323216,323216,1
6,0,726,0.019189,154829,154829,1
7,0,741,1.0,9174,9174,1
8,0,1262,0.463038,64718,64718,1
9,0,1314,0.314409,364387,364387,1
10,0,1315,0.109619,301194,301194,1
11,0,1373,0.386454,362419,362419,1
12,0,1404,0.231477,203025,203025,1
13,0,1462,0.16191,323216,323216,1
14,0,1464,0.579114,219656,219656,1
15,0,1510,0.16191,323216,323216,1
16,0,1521,0.408922,149503,149503,1
17,0,1620,0.109619,301194,301194,1
18,0,1665,0.080751,323216,323216,1
19,0,1668,0.606613,364387,364387,1
20,1,24,0.381358,378235,378235,1
21,1,89,0.014922,332217,332217,1
22,1,178,0.050925,298961,298961,1
23,1,218,0.272232,378235,378235,1
24,1,243,0.272232,378235,378235,1
25,1,317,0.864584,5375,5375,1
26,1,342,0.014922,332217,332217,1
27,1,365,0.196011,378235,378235,1
28,1,371,0.263505,332217,332217,1
29,1,487,0.64865,184590,184590,1
30,1,514,0.196011,378235,378235,1
31,1,707,0.015024,305390,305390,1
32,1,860,0.015024,305390,305390,1
33,1,916,0.050925,298961,298961,1
34,1,1177,0.014922,332217,332217,1
35,1,1213,0.014922,332217,332217,1
36,1,1237,0.196011,378235,378235,1
37,1,1322,0.263505,332217,332217,1
38,1,1344,0.272232,378235,378235,1
39,1,1465,0.8525,184590,184590,1
40,1,1512,0.188171,332217,332217,1
41,1,1666,0.014922,332217,332217,1
42,1,1789,0.196011,378235,378235,1
43,1,1927,0.709716,332217,332217,1
44,2,90,0.059225,378822,378822,1
45,2,555,1.0,129965,129965,1
46,2,757,1.0,129965,129965,1
47,2,1072,0.456036,129965,129965,1
48,2,1079,0.152752,378822,378822,1
49,2,1351,1.0,129965,129965,1
50,3,832,0.403202,375058,375058,1
51,3,1304,0.07504,335998,335998,1
52,3,1536,0.303879,375058,375058,1
53,3,1586,0.233914,375058,375058,1
54,3,1672,0.195601,272778,272778,1
55,4,258,0.32484,374102,374102,1
56,4,345,0.039376,294893,294893,1
57,4,415,0.016738,312609,312609,1
58,4,578,0.397455,303611,303611,1
59,4,582,0.28233,374102,374102,1
60,4,733,0.32484,374102,374102,1
61,4,943,0.271313,374102,374102,1
62,4,1080,0.360766,303611,303611,1
63,4,1192,0.32484,374102,374102,1
64,4,1193,1.0,117212,117212,1
65,4,1250,0.015273,374102,374102,1
66,4,1413,0.32484,374102,374102,1
67,4,1425,0.207379,303611,303611,1
68,4,1689,0.083312,303611,303611,1
69,4,1698,0.015273,374102,374102,1
70,4,1788,0.32484,374102,374102,1
71,4,1843,0.142604,219126,219126,1
72,4,1848,0.32484,374102,374102,1
73,4,1849,1.0,117212,117212,1
74,4,1851,0.179118,374102,374102,1
75,4,1911,0.397455,303611,303611,1
76,5,890,0.246336,129414,129414,1
77,5,1081,1.0,15365,15365,1
78,5,1836,0.280103,64013,64013,2
79,6,18,0.384707,243876,243876,2
80,6,63,0.229856,186936,186936,1
81,6,320,0.384707,243876,243876,2
82,6,374,0.043747,379296,379296,1
83,6,560,0.053682,243877,243877,1
84,6,700,0.028345,164090,164090,1
85,6,968,0.122079,27100,27100,1
86,6,987,0.406333,164090,164090,2
87,6,1100,1.0,3096,3096,1
88,6,1161,0.062708,243876,243876,1
89,6,1435,0.316016,188721,188721,1
90,6,1603,0.406333,164090,164090,2
91,6,1908,0.043747,379296,379296,1
92,7,15,0.193198,149214,149214,1
93,7,46,0.193198,100992,100992,1
94,7,306,0.454193,98045,98045,1
95,7,356,0.054377,359356,359356,1
96,7,491,0.509749,143321,143321,2
97,7,643,0.068988,301162,301162,1
98,7,645,0.068988,301162,301162,1
99,7,685,0.05104,143321,143321,1
100,7,883,0.054377,359356,359356,1
101,7,1026,0.054377,359356,359356,1
102,7,1101,1.0,5344,5344,1
103,7,1153,0.055556,143321,143321,1
104,7,1414,0.091383,303484,303484,1
105,7,1478,0.120375,303484,303484,1
106,7,1628,0.054377,359356,359356,1
107,7,1637,0.054377,359356,359356,1
108,7,1691,0.193198,49561,49561,1
109,7,1697,0.752425,21908,21908,2
110,7,1842,0.108869,263242,263242,1
111,8,347,0.11242,184259,184259,1
112,8,530,0.41059,91876,91876,1
113,8,563,0.306272,239209,239209,1
114,8,665,0.11242,184259,184259,1
115,8,839,0.082721,184259,184259,1
116,8,1737,0.306272,239209,239209,1
117,8,1909,0.11242,184259,184259,1
118,9,198,0.269413,54992,54992,1
119,9,255,0.101991,186863,186863,1
120,9,743,0.038148,186863,186863,1
121,9,814,0.10866,236552,236552,2
122,9,848,0.242043,236552,236552,1
123,9,941,0.038148,186863,186863,1
124,9,1191,0.038148,186863,186863,1
125,9,1316,0.121621,236552,236552,3
126,9,1417,0.101991,150274,150274,1
127,9,1433,0.101991,186863,186863,1
128,9,1436,0.101991,186863,186863,1
129,9,1614,0.038148,186863,186863,1
130,9,1790,0.101991,186863,186863,1
131,9,1874,0.052534,236552,236552,1
132,10,261,1.0,16749,16749,1
133,10,628,1.0,2361,2361,1
134,10,1308,0.111039,245566,245566,1
135,10,1418,0.111039,245566,245566,1
136,10,1897,0.111039,245566,245566,1
