,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
2623,1175,1261,0.191479,156902,156902,1
2624,1175,1280,0.191479,156902,156902,1
2625,1175,1696,0.191479,65083,65083,1
2626,1176,1200,1.0,30097,30097,1
2627,1177,1538,1.0,42376,42376,1
2628,1178,1852,0.413866,294620,294620,1
2629,1178,1856,1.0,294620,294620,1
2630,1181,1326,1.0,206432,206432,1
2631,1181,1511,1.0,203221,203221,1
2632,1181,1718,0.478495,125618,125618,1
2633,1183,1625,1.0,5434,5434,1
2634,1183,1962,1.0,178311,178311,1
2635,1184,1771,1.0,80572,80572,1
2636,1186,1608,1.0,193538,193538,1
2637,1186,1823,1.0,193538,193538,1
2638,1187,1588,1.0,8453,8453,1
2639,1188,1290,1.0,329101,329101,1
2640,1188,1693,1.0,18498,18498,1
2641,1189,1820,1.0,104697,104697,1
2642,1190,1286,1.0,89993,89993,1
2643,1190,1904,1.0,280004,280004,1
2644,1191,1284,0.264073,246121,246121,1
2645,1191,1945,1.0,246121,246121,1
2646,1192,1464,0.238816,228014,228014,1
2647,1192,1570,0.50408,278280,278280,1
2648,1193,1849,1.0,2959,2959,1
2649,1193,1887,0.372524,370989,370989,1
2650,1194,1328,1.0,285736,285736,1
2651,1196,1345,1.0,32628,32628,1
2652,1196,1643,1.0,32628,32628,1
2653,1196,1916,1.0,261089,261089,1
2654,1197,1979,1.0,319057,319057,1
2655,1199,1236,1.0,243997,243997,1
2656,1199,1566,1.0,26105,26105,1
2657,1201,1920,1.0,70438,70438,1
2658,1202,1403,0.240594,282705,282705,1
2659,1202,1631,1.0,282705,282705,1
2660,1202,1647,1.0,282705,282705,1
2661,1204,1294,1.0,346126,346126,1
2662,1204,1435,1.0,91011,91011,1
2663,1204,1619,1.0,200677,200677,1
2664,1205,1419,0.008396,282813,282813,1
2665,1205,1898,1.0,282813,282813,1
2666,1205,1963,1.0,122068,122068,1
2667,1207,1377,1.0,161538,161538,1
2668,1207,1866,1.0,24292,24292,1
2669,1207,1941,1.0,161538,161538,1
2670,1208,1235,0.223083,357027,357027,1
2671,1208,1376,0.148989,207223,207223,1
2672,1208,1472,0.038291,269859,269859,1
2673,1208,1555,0.223083,357027,357027,1
2674,1216,1317,0.392499,352096,352096,1
2675,1216,1528,0.392499,114143,114143,1
2676,1216,1836,0.392499,169193,169193,1
2677,1218,1369,0.785364,157192,157192,1
2678,1218,1466,0.785364,157192,157192,1
2679,1218,1973,0.785364,226453,226453,1
2680,1221,1398,0.762483,304679,304679,1
2681,1223,1930,0.160465,209869,209869,1
2682,1225,1338,1.0,26030,26030,1
2683,1225,1562,1.0,26030,26030,1
2684,1226,1763,1.0,278598,278598,1
2685,1226,1875,1.0,58476,58476,1
2686,1226,1959,0.6522,278598,278598,1
2687,1228,1399,0.017335,273931,273931,1
2688,1230,1746,0.055169,323820,323820,1
2689,1230,1814,0.055169,323820,323820,1
2690,1231,1361,1.0,378873,378873,1
2691,1234,1554,1.0,3986,3986,1
2692,1235,1555,1.0,4637,4637,1
2693,1236,1566,1.0,243997,243997,1
2694,1241,1934,1.0,88347,88347,1
2695,1243,1585,1.0,216297,216297,1
2696,1244,1287,1.0,36006,36006,1
2697,1245,1571,0.492759,338047,338047,1
2698,1247,1504,0.306133,38117,38117,1
2699,1247,1976,1.0,245770,245770,1
2700,1248,1355,0.463612,328072,328072,1
2701,1248,1372,0.516081,107900,107900,1
2702,1249,1936,1.0,24926,24926,1
2703,1249,1989,0.452221,24926,24926,1
2704,1252,1269,1.0,7297,7297,1
2705,1253,1426,0.774886,288441,288441,1
2706,1253,1468,0.993989,288441,288441,1
2707,1254,1476,1.0,125233,125233,1
2708,1255,1695,1.0,244494,244494,1
2709,1256,1340,1.0,43516,43516,1
2710,1257,1270,1.0,90537,90537,1
2711,1257,1736,1.0,230880,230880,1
2712,1257,1876,1.0,90537,90537,1
2713,1258,1571,0.069389,76617,76617,1
2714,1258,1697,0.562148,76617,76617,1
2715,1260,1548,1.0,79031,79031,1
2716,1260,1669,1.0,164014,164014,1
2717,1261,1280,0.215269,35564,35564,1
2718,1261,1696,1.0,156902,156902,1
2719,1263,1706,1.0,325997,325997,1
2720,1265,1988,1.0,263693,263693,1
2721,1266,1396,1.0,134944,134944,1
2722,1267,1801,1.0,263451,263451,1
2723,1267,1999,0.978629,178170,178170,1
2724,1270,1736,1.0,230880,230880,1
2725,1270,1876,1.0,15906,15906,1
2726,1271,1901,1.0,28599,28599,1
2727,1273,1629,0.449126,254640,254640,1
2728,1274,1756,1.0,4782,4782,1
2729,1276,1305,1.0,209045,209045,1
2730,1277,1997,1.0,22647,22647,1
2731,1279,1700,1.0,42423,42423,1
2732,1280,1472,0.784731,61934,61934,1
2733,1280,1696,0.215269,156902,156902,1
2734,1280,1885,0.784731,333608,333608,1
2735,1281,1419,0.991604,274727,274727,1
2736,1281,1534,1.0,274727,274727,1
2737,1281,1565,0.414955,90775,90775,1
2738,1281,1596,1.0,90775,90775,1
2739,1282,1544,1.0,2593,2593,1
2740,1282,1816,1.0,2593,2593,1
2741,1283,1728,1.0,137005,137005,1
2742,1284,1308,0.735927,92841,92841,1
2743,1284,1945,0.264073,246121,246121,1
2744,1286,1904,1.0,280004,280004,1
2745,1288,1749,1.0,131130,131130,1
2746,1290,1693,1.0,329101,329101,1
2747,1294,1435,1.0,346126,346126,1
2748,1294,1619,1.0,346126,346126,1
2749,1295,1471,1.0,218845,218845,1
2750,1295,1908,1.0,39422,39422,1
2751,1296,1708,1.0,135929,135929,1
2752,1297,1869,1.0,87557,87557,1
2753,1301,1560,0.556309,293755,293755,1
2754,1301,1703,0.556309,293755,293755,1
2755,1304,1374,1.0,152014,152014,1
2756,1307,1492,1.0,38815,38815,1
2757,1307,1530,1.0,179982,179982,1
2758,1307,1897,1.0,25170,25170,1
2759,1309,1879,0.847842,369528,369528,1
2760,1311,1516,0.549371,369988,369988,1
2761,1311,1712,0.549371,369988,369988,1
2762,1311,1978,0.549371,369988,369988,1
2763,1312,1812,0.690088,193519,193519,1
2764,1312,1984,0.590725,271642,271642,1
2765,1313,1417,1.0,11256,11256,1
2766,1313,1568,0.306388,256889,256889,1
2767,1313,1795,0.017936,328926,328926,1
2768,1314,1739,1.0,7107,7107,1
2769,1314,1870,1.0,7107,7107,1
2770,1316,1507,1.0,216433,216433,1
2771,1317,1528,1.0,352096,352096,1
2772,1317,1836,1.0,352096,352096,1
2773,1321,1358,0.570655,131455,131455,1
2774,1323,1723,1.0,212516,212516,1
2775,1326,1511,1.0,206432,206432,1
