id,parent0,parent1,time,is_sample
4450,19376,14225,0,1
4457,16962,14147,0,1
4458,12836,13008,0,1
4469,11354,12900,0,1
4472,12836,13008,0,1
4473,16962,14147,0,1
4476,10316,18235,0,1
4477,13686,10003,0,1
4478,12231,16473,0,1
4481,12126,10478,0,1
4528,10316,18235,0,1
4530,12836,13008,0,1
4548,16746,12038,0,1
4568,10316,18235,0,1
4582,13414,18861,0,1
4586,10155,17488,0,1
4593,15875,19320,0,1
4599,10316,18235,0,1
4635,14447,14498,0,1
4638,12156,15678,0,1
4641,18848,10081,0,1
4653,18848,10081,0,1
4666,10316,18235,0,1
4678,19188,18554,0,1
4687,16264,16224,0,1
4688,11047,17038,0,1
4690,12456,19081,0,1
4695,14185,17214,0,1
4698,10155,17488,0,1
4724,12836,13008,0,1
4731,12836,13008,0,1
4743,10155,17488,0,1
4757,10316,18235,0,1
4765,15060,10790,0,1
4795,12836,13008,0,1
4798,18848,10081,0,1
4805,16962,14147,0,1
4809,18848,10081,0,1
4822,12267,12670,0,1
4829,10316,18235,0,1
4839,10155,17488,0,1
4847,16962,14147,0,1
4852,12349,14817,0,1
4857,12836,13008,0,1
4918,16962,14147,0,1
4930,18848,10081,0,1
4998,16962,14147,0,1
5000,17069,14244,0,1
5007,12836,13008,0,1
5031,13443,19310,0,1
5044,16962,14147,0,1
5073,10316,18235,0,1
5084,10316,18235,0,1
5085,12836,13008,0,1
5087,15828,16368,0,1
5101,10155,17488,0,1
5102,18108,12744,0,1
5117,13083,13867,0,1
5129,18848,10081,0,1
5130,19152,13395,0,1
5134,10155,17488,0,1
5140,11148,17557,0,1
5165,18734,17978,0,1
5172,16962,14147,0,1
5173,12836,13008,0,1
5184,18293,12480,0,1
5201,16962,14147,0,1
5217,19028,13042,0,1
5222,15407,12545,0,1
5237,19575,10715,0,1
5241,14871,17277,0,1
5264,13123,12325,0,1
5286,16962,14147,0,1
5289,10036,10738,0,1
5290,10526,16015,0,1
5322,10178,14266,0,1
5323,12836,13008,0,1
5342,10616,15449,0,1
5344,15576,13657,0,1
5351,10316,18235,0,1
5353,10316,18235,0,1
5361,19008,19269,0,1
5393,10316,18235,0,1
5419,10155,17488,0,1
5433,10507,11135,0,1
5442,12836,13008,0,1
5455,16962,14147,0,1
5457,12836,13008,0,1
5463,10155,17488,0,1
5469,10155,17488,0,1
5473,16728,12322,0,1
5494,16962,14147,0,1
5508,10316,18235,0,1
5532,10155,17488,0,1
5552,19901,15794,0,1
5554,10316,18235,0,1
5560,11296,16387,0,1
5574,19547,15394,0,1
5607,10155,17488,0,1
5609,18848,10081,0,1
5610,10316,18235,0,1
5612,10155,17488,0,1
5615,17736,19437,0,1
5617,12836,13008,0,1
5623,18848,10081,0,1
5628,15986,17105,0,1
5647,13931,13025,0,1
5660,10155,17488,0,1
5698,15452,12621,0,1
5721,10316,18235,0,1
5732,10155,17488,0,1
5734,14231,15029,0,1
5739,12324,12355,0,1
5743,12426,15620,0,1
5749,12836,13008,0,1
5750,12836,13008,0,1
5757,19014,14522,0,1
5758,16479,19094,0,1
5779,19298,14644,0,1
5785,11259,11509,0,1
5802,16962,14147,0,1
5813,18848,10081,0,1
5821,10155,17488,0,1
5833,16982,13086,0,1
5836,12836,13008,0,1
5848,17650,18072,0,1
5859,12836,13008,0,1
5860,16962,14147,0,1
5862,17323,15541,0,1
5899,11053,12158,0,1
5918,10316,18235,0,1
5942,16992,10903,0,1
5943,10155,17488,0,1
5949,12710,12869,0,1
5958,12812,14385,0,1
5967,12836,13008,0,1
5969,10155,17488,0,1
5985,16962,14147,0,1
6003,14626,19422,0,1
6015,16923,12946,0,1
6016,17417,10041,0,1
6019,18812,16541,0,1
6023,12836,13008,0,1
6031,12555,16312,0,1
6036,10155,17488,0,1
6044,10155,17488,0,1
6053,15967,15410,0,1
6054,17182,15395,0,1
6055,16962,14147,0,1
6065,16026,12896,0,1
6072,15355,14014,0,1
6095,18995,15033,0,1
6099,10155,17488,0,1
6106,16962,14147,0,1
6110,16962,14147,0,1
6139,11325,17627,0,1
6144,16962,14147,0,1
6156,16575,12164,0,1
6161,18848,10081,0,1
6174,10155,17488,0,1
6181,12836,13008,0,1
6195,18922,18347,0,1
6202,16962,14147,0,1
6212,18848,10081,0,1
6228,13740,11357,0,1
6242,10155,17488,0,1
6273,13939,10029,0,1
6275,12836,13008,0,1
6288,15414,13981,0,1
6292,10155,17488,0,1
6309,12836,13008,0,1
6327,12836,13008,0,1
6328,19674,13659,0,1
6330,18848,10081,0,1
6348,14133,17153,0,1
6355,10316,18235,0,1
6367,10155,17488,0,1
6378,11958,11388,0,1
6387,10625,19138,0,1
6388,16962,14147,0,1
6399,11096,14649,0,1
6406,18848,10081,0,1
6418,10316,18235,0,1
6419,18848,10081,0,1
6428,19364,14313,0,1
6429,19945,17005,0,1
6435,10316,18235,0,1
6442,10155,17488,0,1
6447,12836,13008,0,1
6450,10155,17488,0,1
6452,12836,13008,0,1
6456,16962,14147,0,1
6467,18848,10081,0,1
6495,12836,13008,0,1
6509,16758,17474,0,1
6519,16962,14147,0,1
6522,18848,10081,0,1
6524,10316,18235,0,1
6539,18848,10081,0,1
6543,18811,10924,0,1
6549,15209,11037,0,1
6550,12836,13008,0,1
6555,12375,19436,0,1
6558,18130,18506,0,1
6565,15388,19404,0,1
6589,10783,10997,0,1
6610,13120,18464,0,1
6619,16962,14147,0,1
6621,10155,17488,0,1
6626,19532,17356,0,1
6630,10425,10858,0,1
6652,12836,13008,0,1
6670,19565,11852,0,1
6676,16962,14147,0,1
6679,12369,14326,0,1
6693,11089,15869,0,1
6694,12543,15339,0,1
6711,10185,17742,0,1
6726,18848,10081,0,1
6734,15914,10867,0,1
6751,18848,10081,0,1
6760,10155,17488,0,1
6796,13924,18621,0,1
6822,19202,12253,0,1
6823,15775,19549,0,1
6839,16962,14147,0,1
6855,17037,14067,0,1
6865,16962,14147,0,1
6871,15684,11126,0,1
6880,16962,14147,0,1
6883,11978,15597,0,1
6906,16962,14147,0,1
6917,19724,14427,0,1
6933,11169,12435,0,1
6940,15664,13716,0,1
6941,18848,10081,0,1
6962,12836,13008,0,1
6975,10155,17488,0,1
7014,19900,18334,0,1
7016,18848,10081,0,1
7024,11517,18368,0,1
7028,10152,14534,0,1
7032,13195,17700,0,1
7035,10155,17488,0,1
7056,18848,10081,0,1
7064,10513,10474,0,1
7071,17182,15395,0,1
7088,10614,19421,0,1
7091,10439,11101,0,1
7100,13422,19391,0,1
7134,12836,13008,0,1
7154,17491,10549,0,1
7161,16962,14147,0,1
7200,10155,17488,0,1
7217,18848,10081,0,1
7219,18848,10081,0,1
7229,10475,17586,0,1
7239,14167,13175,0,1
7252,13131,13434,0,1
7278,18848,10081,0,1
7286,13912,19487,0,1
7295,12836,13008,0,1
7303,18848,10081,0,1
7306,10296,15205,0,1
7323,16962,14147,0,1
7332,10155,17488,0,1
7336,14591,16868,0,1
7345,15513,17160,0,1
7361,17464,15595,0,1
7362,18848,10081,0,1
7371,18881,17632,0,1
7374,19661,19811,0,1
7375,18848,10081,0,1
7380,12836,13008,0,1
7382,10776,15302,0,1
7385,18848,10081,0,1
7388,16962,14147,0,1
7409,14353,17576,0,1
7417,10817,13515,0,1
7427,10155,17488,0,1
7455,18848,10081,0,1
7467,16962,14147,0,1
7477,12836,13008,0,1
7481,16962,14147,0,1
7486,11545,13050,0,1
7487,18848,10081,0,1
7491,15318,18805,0,1
7501,13312,13969,0,1
7514,10789,18940,0,1
7517,10194,12764,0,1
7528,16962,14147,0,1
7540,12836,13008,0,1
7546,11011,10470,0,1
7548,12836,13008,0,1
7553,10316,18235,0,1
7554,18848,10081,0,1
7568,10316,18235,0,1
7613,16962,14147,0,1
7616,10155,17488,0,1
7620,19823,18355,0,1
7635,18848,10081,0,1
7654,16127,14500,0,1
7655,16962,14147,0,1
7661,12836,13008,0,1
7679,17851,16900,0,1
7682,18430,15061,0,1
7692,14312,10200,0,1
7693,13883,18841,0,1
7703,10155,17488,0,1
7722,17094,16562,0,1
7729,16962,14147,0,1
7735,13564,12352,0,1
7738,15575,12318,0,1
7750,10155,17488,0,1
7752,18848,10081,0,1
7766,10159,11713,0,1
7771,12836,13008,0,1
7789,19457,13257,0,1
7793,10695,13440,0,1
7801,18738,14961,0,1
7826,10316,18235,0,1
7833,18141,10992,0,1
7844,18848,10081,0,1
7866,14324,18661,0,1
7868,10316,18235,0,1
7875,15389,13677,0,1
7890,16690,11565,0,1
7920,10155,17488,0,1
7923,18654,10076,0,1
7927,13761,12053,0,1
7942,14426,19373,0,1
7947,10548,19656,0,1
7949,14935,17247,0,1
7956,19991,14838,0,1
7984,12836,13008,0,1
7997,18848,10081,0,1
8003,16962,14147,0,1
8004,14215,13089,0,1
8006,18642,14114,0,1
8015,16347,12242,0,1
8021,12836,13008,0,1
8032,12618,17560,0,1
8035,10316,18235,0,1
8060,13581,19078,0,1
8074,18271,16160,0,1
8077,10316,18235,0,1
8083,18848,10081,0,1
8087,19165,12354,0,1
8104,10703,16804,0,1
8111,11267,10502,0,1
8113,10316,18235,0,1
8116,13498,11648,0,1
8120,11081,12728,0,1
8125,17955,19129,0,1
8127,18792,14178,0,1
8128,12836,13008,0,1
8137,16338,13784,0,1
8145,19193,11345,0,1
8153,17131,19431,0,1
8154,13623,10899,0,1
8158,19056,14453,0,1
8159,10316,18235,0,1
8167,14353,17576,0,1
8183,10316,18235,0,1
8195,17938,14993,0,1
8200,10316,18235,0,1
8203,10155,17488,0,1
8214,17709,13694,0,1
8236,16489,10925,0,1
8237,12658,16408,0,1
8241,18430,15061,0,1
8254,10155,17488,0,1
8304,13621,12558,0,1
8315,10035,18549,0,1
8321,14571,14175,0,1
8325,16886,12494,0,1
8330,11361,15068,0,1
8348,10316,18235,0,1
8355,10155,17488,0,1
8363,18572,17169,0,1
8379,10363,11913,0,1
8393,18318,12254,0,1
8395,18811,10924,0,1
8406,16962,14147,0,1
8413,12836,13008,0,1
8417,18848,10081,0,1
8420,16962,14147,0,1
8428,12836,13008,0,1
8444,10155,17488,0,1
8459,10288,14652,0,1
8461,19580,10793,0,1
8463,12836,13008,0,1
8493,10316,18235,0,1
8525,11243,16998,0,1
8532,16962,14147,0,1
8551,18848,10081,0,1
8567,12836,13008,0,1
8570,18332,17569,0,1
8589,12836,13008,0,1
8601,10177,11284,0,1
8608,10155,17488,0,1
8619,17999,10603,0,1
8632,10155,17488,0,1
8633,16014,11614,0,1
8639,10316,18235,0,1
8645,18848,10081,0,1
8648,16875,13722,0,1
8661,10155,17488,0,1
8684,11366,14077,0,1
8695,14195,13768,0,1
8697,18005,11397,0,1
8726,19990,12871,0,1
8751,16962,14147,0,1
8762,18430,15061,0,1
8765,15375,18002,0,1
8768,16962,14147,0,1
8769,10643,18957,0,1
8783,16962,14147,0,1
8789,10155,17488,0,1
8798,12836,13008,0,1
8806,13373,16533,0,1
8810,17387,14738,0,1
8812,18848,10081,0,1
8843,10316,18235,0,1
8846,11609,14428,0,1
8856,18848,10081,0,1
8861,18848,10081,0,1
8873,16428,18042,0,1
8884,10038,15351,0,1
8892,18848,10081,0,1
8894,10155,17488,0,1
8895,13586,19133,0,1
8897,18848,10081,0,1
8900,16962,14147,0,1
8903,17897,13217,0,1
8908,16962,14147,0,1
8923,11235,14271,0,1
8930,13591,18851,0,1
8931,11160,15050,0,1
8949,19187,13525,0,1
8950,18848,10081,0,1
8972,19130,19359,0,1
8977,17692,11866,0,1
8985,15282,19001,0,1
9009,10155,17488,0,1
9010,12547,13624,0,1
9013,19981,11129,0,1
9028,12836,13008,0,1
9030,10316,18235,0,1
9074,18186,13856,0,1
9078,16962,14147,0,1
9091,16962,14147,0,1
9099,16962,14147,0,1
9107,10316,18235,0,1
9109,18848,10081,0,1
9116,16889,17641,0,1
9117,16084,13031,0,1
9134,11859,14721,0,1
9139,12836,13008,0,1
9152,18848,10081,0,1
9154,10316,18235,0,1
9159,11876,14253,0,1
9165,10316,18235,0,1
9174,18848,10081,0,1
9201,19994,19872,0,1
9202,14231,15029,0,1
9220,12124,16614,0,1
9225,15276,14081,0,1
9235,18848,10081,0,1
9255,13903,15299,0,1
9281,16654,16340,0,1
9282,12594,19705,0,1
9295,16962,14147,0,1
9299,12836,13008,0,1
9316,12836,13008,0,1
9325,16962,14147,0,1
9339,18848,10081,0,1
9347,18848,10081,0,1
9350,16857,18470,0,1
9354,11470,14134,0,1
9355,12836,13008,0,1
9361,11531,17451,0,1
9386,15630,10725,0,1
9407,11347,12317,0,1
9409,18848,10081,0,1
9426,10316,18235,0,1
9429,10155,17488,0,1
9435,12836,13008,0,1
9437,18228,11966,0,1
9438,10155,17488,0,1
9451,18848,10081,0,1
9453,12836,13008,0,1
9458,19496,16736,0,1
9459,11605,10870,0,1
9461,16962,14147,0,1
9470,18103,16184,0,1
9483,17888,14483,0,1
9484,18848,10081,0,1
9490,10342,10212,0,1
9494,18848,10081,0,1
9497,10316,18235,0,1
9501,12630,10545,0,1
9503,11818,15167,0,1
9512,12836,13008,0,1
9522,12836,13008,0,1
9525,10155,17488,0,1
9527,18848,10081,0,1
9530,17390,17881,0,1
9534,10434,11998,0,1
9541,18848,10081,0,1
9544,18542,10457,0,1
9546,12836,13008,0,1
9562,14380,13159,0,1
9565,16962,14147,0,1
9588,10501,19679,0,1
9616,18848,10081,0,1
9621,16576,13062,0,1
9635,15548,14037,0,1
9644,10155,17488,0,1
9645,18848,10081,0,1
9646,17861,19873,0,1
9651,10533,14711,0,1
9656,16962,14147,0,1
9659,12836,13008,0,1
9674,10113,13508,0,1
9681,11594,15182,0,1
9685,13982,14279,0,1
9693,18848,10081,0,1
9699,10316,18235,0,1
9739,13577,13894,0,1
9747,16962,14147,0,1
9766,14813,13915,0,1
9784,10155,17488,0,1
9786,13036,16426,0,1
9801,10155,17488,0,1
9804,10155,17488,0,1
9814,15067,18132,0,1
9830,10155,17488,0,1
9833,17955,19129,0,1
9837,10155,17488,0,1
9856,17848,17782,0,1
9865,18848,10081,0,1
9884,19452,15332,0,1
9891,14546,17930,0,1
9893,10155,17488,0,1
9902,15384,13272,0,1
9936,16962,14147,0,1
9940,10155,17488,0,1
9954,10155,17488,0,1
9965,19541,11339,0,1
9974,17026,16161,0,1
9979,10316,18235,0,1
9997,10316,18235,0,1
10003,26074,21491,1,0
10015,21152,27862,1,0
10024,27045,21350,1,0
10029,26613,26146,1,0
10033,29142,20991,1,0
10035,21588,23160,1,0
10036,26697,27806,1,0
10038,21770,21688,1,0
10041,24008,29715,1,0
10069,21083,23874,1,0
10071,29682,24532,1,0
10074,26669,26985,1,0
10076,26132,23368,1,0
10081,25284,27630,1,0
10105,26310,21856,1,0
10112,21588,23160,1,0
10113,23708,23110,1,0
10138,29802,26721,1,0
10146,28932,29140,1,0
10152,21588,23160,1,0
10154,20410,23072,1,0
10155,21588,23160,1,0
10159,28888,26629,1,0
10177,29939,24812,1,0
10178,25195,29224,1,0
10184,21588,23160,1,0
10185,23708,23110,1,0
10194,26613,26146,1,0
10197,24807,27975,1,0
10200,29170,22273,1,0
10212,20515,27385,1,0
10232,20285,21472,1,0
10238,26613,26146,1,0
10251,25360,23049,1,0
10276,27639,20509,1,0
10288,23599,28347,1,0
10296,21165,28988,1,0
10316,20410,23072,1,0
10322,22544,22376,1,0
10339,29484,22972,1,0
10341,22992,26816,1,0
10342,29054,25958,1,0
10357,23708,23110,1,0
10363,24008,29715,1,0
10379,23523,22940,1,0
10425,28272,24893,1,0
10434,29635,29368,1,0
10439,21588,23160,1,0
10440,24008,29715,1,0
10457,23708,23110,1,0
10470,21588,23160,1,0
10474,24612,27642,1,0
10475,21588,23160,1,0
10478,23184,22127,1,0
10501,24008,29715,1,0
10502,21588,23160,1,0
10507,23708,23110,1,0
10513,24008,29715,1,0
10526,29972,26869,1,0
10533,23757,29275,1,0
10535,24008,29715,1,0
10538,21588,23160,1,0
10542,23332,21019,1,0
10545,20410,23072,1,0
10548,26613,26146,1,0
10549,21588,23160,1,0
10552,24008,29715,1,0
10589,26613,26146,1,0
10603,26613,26146,1,0
10614,20410,23072,1,0
10616,20410,23072,1,0
10622,24008,29715,1,0
10625,26613,26146,1,0
10633,23362,24104,1,0
10640,21588,23160,1,0
10643,22448,23218,1,0
10668,24008,29715,1,0
10678,23224,29683,1,0
10681,22977,21219,1,0
10683,21631,26305,1,0
10695,20852,27873,1,0
10702,28192,29790,1,0
