,pair_1,pair_2,ibd_frac,ibd_min_node,ibd_max_node,ibd_nsegments
31,764,1175,1.0,281980,1746201,283661
32,764,1357,1.0,77725,1746204,280563
33,764,1723,1.0,222557,1746204,281153
34,764,1756,1.0,58134,1746201,281357
35,1009,1175,1.0,116456,1746204,283777
36,1009,1357,1.0,46408,1746198,279977
37,1009,1723,1.0,228433,1746200,281099
38,1009,1756,1.0,373857,1746204,284796
39,1175,1357,1.0,257915,1746204,284372
40,1175,1723,1.0,230324,1746204,284776
41,1175,1756,1.0,129365,1746196,281792
42,1357,1723,1.0,84730,1746200,281323
43,1357,1756,1.0,23410,1746204,280313
44,1723,1756,1.0,44009,1746204,281247
0,52,432,1.0,198477,1746204,283040
1,52,440,1.0,164259,1746203,285304
2,52,510,1.0,148237,1746202,284846
3,52,702,1.0,173373,1746204,285100
4,52,788,1.0,2633,1746204,275549
5,52,1003,1.0,27779,1746204,284149
6,52,1707,1.0,171767,1746203,282492
7,52,1721,1.0,228907,1746204,282673
8,52,1740,1.0,71325,1746204,284171
9,432,440,1.0,164966,1746204,281532
10,432,510,1.0,159911,1746204,285425
11,432,702,1.0,123713,1746203,281713
12,432,788,1.0,26819,1746202,284665
13,432,1003,1.0,121581,1746201,279751
14,432,1707,1.0,255949,1746204,284455
15,432,1721,1.0,203302,1746200,283293
16,432,1740,1.0,219936,1746201,280932
17,440,510,1.0,14132,1746203,278880
18,440,702,1.0,258864,1746204,281403
19,440,788,1.0,223940,1746204,282376
20,440,1003,1.0,195307,1746204,282177
21,440,1707,1.0,303953,1746202,283592
22,440,1721,1.0,227253,1746204,281636
23,440,1740,1.0,103223,1746204,285527
24,510,702,1.0,113765,1746204,280488
25,510,788,1.0,173745,1746204,284322
26,510,1003,1.0,224507,1746204,281773
27,510,1707,1.0,239023,1746203,284530
28,510,1721,1.0,266946,1746204,282268
29,510,1740,1.0,109352,1746204,285224
30,702,788,1.0,204098,1746203,285030
31,702,1003,1.0,133732,1746203,280649
32,702,1707,1.0,110014,1746204,281942
33,702,1721,1.0,129099,1746203,284237
34,702,1740,1.0,284143,1746203,283100
35,788,1003,1.0,339990,1746202,281637
36,788,1707,1.0,143929,1746204,286929
37,788,1721,1.0,160759,1746202,285828
38,788,1740,1.0,258741,1746202,283479
39,1003,1707,1.0,44378,1746204,280562
40,1003,1721,1.0,126478,1746201,281941
41,1003,1740,1.0,274125,1746200,283469
42,1707,1721,1.0,330760,1746204,284611
43,1707,1740,1.0,281993,1746204,282326
44,1721,1740,1.0,189295,1746201,285887
0,9,32,1.0,41743,1746204,278120
1,9,52,1.0,292649,1746204,285475
2,9,133,1.0,178582,1746203,285797
3,9,906,1.0,134918,1746201,283745
4,9,976,1.0,73972,1746204,284355
5,9,1147,1.0,116777,1746201,283517
6,9,1350,1.0,230385,1746204,284717
7,9,1455,1.0,274589,1746204,283241
8,9,1590,1.0,84783,1746201,285260
9,32,52,1.0,32452,1746200,282584
